E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_52_888.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_52_888.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_52_888.jpg,0,0,0,1.351158E-06
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_024.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_024.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_024.jpg,0,0,0,2.341738E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_164.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_164.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_164.jpg,0,0,0,1.14174E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_309.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_309.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_309.jpg,0,0,0,1.623339E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_445.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_445.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_445.jpg,0,0,0,5.399381E-06
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_591.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_591.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_591.jpg,0,0,0,6.514324E-06
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_721.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_721.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_721.jpg,0,0,0,1.298859E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_802.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_802.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_802.jpg,0,0,0,1.112052E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_53_929.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_53_929.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_53_929.jpg,0,0,0,1.158395E-05
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_013.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_013.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_013.jpg,0,0,0,5.360184E-06
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_144.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_144.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_144.jpg,0,0,0,4.708658E-06
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_237.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_237.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_237.jpg,0,0.2499468,0,0.2478396
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_311.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_311.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_311.jpg,-0.2,0.4954668,0,0.7023207
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_439.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_439.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_439.jpg,-0.5000001,0.8504055,0,1.783899
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_511.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_511.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_511.jpg,0,1,0,2.725003
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_579.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_579.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_579.jpg,0,1,0,3.661347
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_714.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_714.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_714.jpg,0,1,0,5.064348
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_794.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_794.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_794.jpg,-0.2,1,0,5.982186
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_54_941.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_54_941.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_54_941.jpg,-0.6000001,1,0,7.738474
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_067.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_067.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_067.jpg,0,1,0,9.045057
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_149.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_149.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_149.jpg,0,1,0,9.938544
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_279.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_279.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_279.jpg,0,1,0,11.58537
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_362.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_362.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_362.jpg,-0.2,1,0,12.40283
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_501.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_501.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_501.jpg,0,1,0,13.5581
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_586.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_586.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_586.jpg,0,1,0,14.44441
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_709.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_709.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_709.jpg,-0.2,1,0,15.91125
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_787.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_787.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_787.jpg,-0.4,1,0,16.69718
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_55_934.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_55_934.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_55_934.jpg,-0.7500002,1,0,17.95171
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_077.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_077.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_077.jpg,0,1,0,19.25481
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_142.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_142.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_142.jpg,0,1,0,20.06025
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_212.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_212.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_212.jpg,0,1,0,20.71912
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_294.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_294.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_294.jpg,0,1,0,21.51371
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_438.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_438.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_438.jpg,-0.4,1,0,22.99438
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_570.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_570.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_570.jpg,-0.7,1,0,23.91076
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_655.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_655.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_655.jpg,0,1,0,24.62063
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_786.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_786.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_786.jpg,-0.2,1,0,25.94471
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_56_865.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_56_865.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_56_865.jpg,-0.4,1,0,26.64116
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_009.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_009.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_009.jpg,-0.7500002,1,0,27.62755
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_139.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_139.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_139.jpg,0,1,0,28.61599
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_252.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_252.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_252.jpg,0,1,0,29.50236
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_351.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_351.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_351.jpg,0,1,0,30.1915
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_435.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_435.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_435.jpg,0,1,0,30.19097
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_569.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_569.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_569.jpg,0,1,0,30.19031
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_704.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_704.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_704.jpg,0,1,0,30.18987
E:\PC drive\Udemy\Data\IMG\center_2021_07_24_13_02_57_790.jpg,E:\PC drive\Udemy\Data\IMG\left_2021_07_24_13_02_57_790.jpg,E:\PC drive\Udemy\Data\IMG\right_2021_07_24_13_02_57_790.jpg,0,1,0,30.18986
